Order_ID,Month,Order_Date,Customer_ID,Product,Category,Unit_Price,Quantity,Revenue Before Discount,Discount,Discount Amount,Total_Sales,Payment_Mode,City,Sales_Channel,,,,,
2038,May-2024,08-05-2024,C833,Office Chair,Furniture,"6,128",2,"12,256",0,0,"12,256",Credit Card,Ahmedabad,Online,,,,,
2039,April-2024,12-04-2024,C719,Monitor,Electronics,"12,153",3,"36,459",15,5468.85,"30,990",Cash,Ahmedabad,Online,,,,,
2040,January-2024,24-01-2024,C394,Office Chair,Furniture,"6,420",3,"19,260",15,2889,"16,371",Credit Card,Kolkata,Online,,,,,
2041,February-2024,15-02-2024,C732,Tablet,Electronics,"19,875",4,"79,500",5,3975,"75,525",UPI,Kolkata,Online,,,,,
2042,March-2024,02-03-2024,C991,Headphones,Electronics,"1,621",5,"8,105",10,810.5,"7,294",UPI,Hyderabad,Offline,,,,,
2043,April-2024,15-04-2024,C880,Desk Lamp,Furniture,296,3,888,0,0,888,UPI,Pune,Offline,,,,,
2044,April-2024,25-04-2024,C268,Keyboard,Electronics,349,5,"1,745",0,0,"1,745",Cash,Delhi,Online,,,,,
2045,June-2024,12-06-2024,C811,Office Chair,Furniture,"6,561",3,"19,683",15,2952.45,"16,730",Credit Card,Kolkata,Online,,,,,
2046,January-2024,03-01-2024,C356,Smartphone,Electronics,"30,904",2,"61,808",10,6180.8,"55,627",Cash,Ahmedabad,Offline,,,,,
2047,January-2024,18-01-2024,C184,Desk Lamp,Furniture,"2,491",2,"4,982",15,747.3,"4,234",Credit Card,Ahmedabad,Offline,,,,,
2048,February-2024,11-02-2024,C274,Laptop,Electronics,"55,486",1,"55,486",5,2774.3,"52,711",Debit Card,Mumbai,Offline,,,,,
2049,February-2024,13-02-2024,C179,Laptop,Electronics,"55,774",3,"1,67,322",5,8366.1,"1,58,955",Cash,Pune,Online,,,,,
2050,February-2024,25-02-2024,C831,Laptop,Electronics,"56,656",5,"2,83,280",5,14164,"2,69,116",Cash,Delhi,Online,,,,,
2051,April-2024,09-04-2024,C806,Keyboard,Electronics,"1,318",1,"1,318",0,0,"1,318",UPI,Kolkata,Online,,,,,
2052,March-2024,04-03-2024,C483,Monitor,Electronics,"10,819",1,"10,819",0,0,"10,819",Cash,Delhi,Online,,,,,
2053,March-2024,27-03-2024,C940,Monitor,Electronics,"12,785",1,"12,785",5,639.25,"12,145",UPI,Bangalore,Online,,,,,
2054,January-2024,12-01-2024,C525,Desk Lamp,Furniture,241,3,723,10,72.3,650,Credit Card,Hyderabad,Offline,,,,,
2055,April-2024,19-04-2024,C223,Monitor,Electronics,"10,875",1,"10,875",10,1087.5,"9,787",Debit Card,Bangalore,Online,,,,,
2056,April-2024,12-04-2024,C769,Printer,Electronics,"7,049",4,"28,196",5,1409.8,"26,786",Cash,Hyderabad,Online,,,,,
2057,June-2024,17-06-2024,C934,Keyboard,Electronics,"2,162",5,"10,810",10,1081,"9,729",UPI,Mumbai,Online,,,,,
2058,April-2024,15-04-2024,C408,Notebook,Stationery,166,1,166,5,8.3,157,Debit Card,Mumbai,Offline,,,,,
2059,June-2024,10-06-2024,C813,Tablet,Electronics,"20,776",2,"41,552",10,4155.2,"37,396",Credit Card,Pune,Offline,,,,,
2060,January-2024,18-01-2024,C443,Laptop,Electronics,"55,492",5,"2,77,460",15,41619,"2,35,841",Cash,Hyderabad,Online,,,,,
2061,February-2024,29-02-2024,C121,Notebook,Stationery,"1,228",1,"1,228",10,122.8,"1,105",Credit Card,Kolkata,Online,,,,,
2062,June-2024,07-06-2024,C181,Laptop,Electronics,"53,563",3,"1,60,689",15,24103.35,"1,36,585",Debit Card,Hyderabad,Online,,,,,
2063,April-2024,06-04-2024,C309,Laptop,Electronics,"53,975",5,"2,69,875",15,40481.25,"2,29,393",Debit Card,Bangalore,Offline,,,,,
2064,March-2024,22-03-2024,C759,Laptop,Electronics,"55,133",4,"2,20,532",10,22053.2,"1,98,478",UPI,Hyderabad,Offline,,,,,
2065,March-2024,28-03-2024,C348,Monitor,Electronics,"12,209",1,"12,209",5,610.45,"11,598",Credit Card,Kolkata,Offline,,,,,
2066,February-2024,16-02-2024,C552,Laptop,Electronics,"53,264",4,"2,13,056",0,0,"2,13,056",Credit Card,Delhi,Online,,,,,
2067,February-2024,22-02-2024,C228,Smartphone,Electronics,"28,711",5,"1,43,555",5,7177.75,"1,36,377",Credit Card,Mumbai,Offline,,,,,
2068,April-2024,29-04-2024,C418,Headphones,Electronics,"3,455",2,"6,910",5,345.5,"6,564",Cash,Bangalore,Online,,,,,
2069,March-2024,18-03-2024,C392,Notebook,Stationery,-44,2,-88,10,-8.8,-79,Cash,Mumbai,Offline,,,,,
2070,April-2024,11-04-2024,C486,Headphones,Electronics,"2,428",4,"9,712",15,1456.8,"8,255",Cash,Bangalore,Offline,,,,,
2071,January-2024,06-01-2024,C880,Tablet,Electronics,"19,750",1,"19,750",10,1975,"17,775",Credit Card,Bangalore,Offline,,,,,
2072,April-2024,07-04-2024,C574,Keyboard,Electronics,"1,357",3,"4,071",15,610.65,"3,460",Cash,Mumbai,Offline,,,,,
2073,February-2024,04-02-2024,C832,Office Chair,Furniture,"5,801",2,"11,602",5,580.1,"11,021",UPI,Delhi,Offline,,,,,
2074,May-2024,05-05-2024,C514,Tablet,Electronics,"21,851",4,"87,404",10,8740.4,"78,663",Cash,Ahmedabad,Offline,,,,,
2075,June-2024,13-06-2024,C702,Smartphone,Electronics,"29,674",1,"29,674",0,0,"29,674",Cash,Bangalore,Online,,,,,
2076,April-2024,21-04-2024,C361,Printer,Electronics,"9,087",4,"36,348",10,3634.8,"32,713",UPI,Kolkata,Offline,,,,,
2077,March-2024,04-03-2024,C348,Office Chair,Furniture,"5,141",3,"15,423",0,0,"15,423",Credit Card,Chennai,Offline,,,,,
2078,June-2024,23-06-2024,C250,Keyboard,Electronics,513,5,"2,565",5,128.25,"2,436",UPI,Mumbai,Online,,,,,
2079,June-2024,13-06-2024,C828,Tablet,Electronics,"19,628",5,"98,140",0,0,"98,140",Credit Card,Kolkata,Online,,,,,
2080,April-2024,19-04-2024,C358,Keyboard,Electronics,"1,550",5,"7,750",15,1162.5,"6,587",Debit Card,Kolkata,Online,,,,,
2081,January-2024,28-01-2024,C751,Notebook,Stationery,"1,301",3,"3,903",5,195.15,"3,707",Debit Card,Hyderabad,Offline,,,,,
2082,June-2024,27-06-2024,C415,Laptop,Electronics,"53,689",4,"2,14,756",0,0,"2,14,756",UPI,Mumbai,Offline,,,,,
2083,May-2024,14-05-2024,C526,Keyboard,Electronics,"2,502",4,"10,008",5,500.4,"9,507",Credit Card,Pune,Online,,,,,
2084,June-2024,29-06-2024,C237,Monitor,Electronics,"11,992",2,"23,984",0,0,"23,984",Cash,Hyderabad,Online,,,,,
2085,February-2024,21-02-2024,C160,Headphones,Electronics,"3,814",2,"7,628",10,762.8,"6,865",Cash,Ahmedabad,Online,,,,,
2086,June-2024,11-06-2024,C270,Smartphone,Electronics,"29,200",1,"29,200",15,4380,"24,820",UPI,Chennai,Online,,,,,
2087,March-2024,28-03-2024,C130,Notebook,Stationery,-919,4,"-3,676",15,-551.4,"-3,124",UPI,Delhi,Online,,,,,
2088,March-2024,09-03-2024,C869,Laptop,Electronics,"55,725",5,"2,78,625",0,0,"2,78,625",UPI,Hyderabad,Online,,,,,
2089,April-2024,06-04-2024,C717,Desk Lamp,Furniture,"3,740",3,"11,220",15,1683,"9,537",Cash,Pune,Offline,,,,,
2090,March-2024,27-03-2024,C479,Printer,Electronics,"8,291",2,"16,582",10,1658.2,"14,923",Cash,Kolkata,Online,,,,,
2091,April-2024,01-04-2024,C994,Printer,Electronics,"10,302",1,"10,302",0,0,"10,302",Cash,Kolkata,Online,,,,,
2092,January-2024,07-01-2024,C716,Smartphone,Electronics,"31,559",5,"1,57,795",10,15779.5,"1,42,015",Credit Card,Pune,Offline,,,,,
2093,June-2024,07-06-2024,C802,Office Chair,Furniture,"7,109",4,"28,436",5,1421.8,"27,014",UPI,Pune,Online,,,,,
2094,June-2024,11-06-2024,C468,Laptop,Electronics,"56,971",3,"1,70,913",15,25636.95,"1,45,276",Credit Card,Ahmedabad,Offline,,,,,
2095,June-2024,05-06-2024,C913,Smartphone,Electronics,"29,426",4,"1,17,704",15,17655.6,"1,00,048",UPI,Kolkata,Offline,,,,,
2096,June-2024,04-06-2024,C299,Headphones,Electronics,"4,062",5,"20,310",0,0,"20,310",Credit Card,Ahmedabad,Online,,,,,
2097,March-2024,18-03-2024,C952,Desk Lamp,Furniture,"3,383",4,"13,532",5,676.6,"12,855",Cash,Mumbai,Offline,,,,,
2098,June-2024,18-06-2024,C653,Monitor,Electronics,"10,996",2,"21,992",5,1099.6,"20,892",UPI,Mumbai,Offline,,,,,
2099,January-2024,08-01-2024,C264,Printer,Electronics,"10,697",4,"42,788",10,4278.8,"38,509",Credit Card,Chennai,Offline,,,,,
2100,June-2024,20-06-2024,C226,Headphones,Electronics,"4,279",5,"21,395",15,3209.25,"18,185",UPI,Pune,Online,,,,,
2101,May-2024,27-05-2024,C884,Notebook,Stationery,"-1,616",3,"-4,848",15,-727.2,"-4,120",Cash,Kolkata,Online,,,,,
2102,February-2024,27-02-2024,C365,Smartphone,Electronics,"29,191",1,"29,191",0,0,"29,191",UPI,Pune,Online,,,,,
2103,January-2024,30-01-2024,C686,Printer,Electronics,"7,521",3,"22,563",15,3384.45,"19,178",UPI,Chennai,Online,,,,,
2104,May-2024,31-05-2024,C648,Monitor,Electronics,"13,469",4,"53,876",15,8081.4,"45,794",Debit Card,Pune,Online,,,,,
2105,May-2024,13-05-2024,C779,Notebook,Stationery,539,2,"1,078",0,0,"1,078",Cash,Delhi,Offline,,,,,
2106,March-2024,21-03-2024,C248,Keyboard,Electronics,"2,929",2,"5,858",15,878.7,"4,979",Cash,Bangalore,Offline,,,,,
2107,February-2024,07-02-2024,C864,Laptop,Electronics,"55,453",3,"1,66,359",10,16635.9,"1,49,723",UPI,Chennai,Offline,,,,,
2108,June-2024,10-06-2024,C948,Monitor,Electronics,"12,027",3,"36,081",15,5412.15,"30,668",UPI,Pune,Online,,,,,
2109,February-2024,23-02-2024,C968,Monitor,Electronics,"12,868",1,"12,868",5,643.4,"12,224",Cash,Kolkata,Offline,,,,,
2110,June-2024,17-06-2024,C968,Headphones,Electronics,588,5,"2,940",15,441,"2,499",Debit Card,Kolkata,Offline,,,,,
2111,March-2024,30-03-2024,C875,Tablet,Electronics,"19,601",1,"19,601",10,1960.1,"17,640",Debit Card,Hyderabad,Offline,,,,,
2112,January-2024,25-01-2024,C234,Printer,Electronics,"10,081",5,"50,405",0,0,"50,405",Debit Card,Ahmedabad,Online,,,,,
2113,May-2024,27-05-2024,C240,Office Chair,Furniture,"7,850",4,"31,400",10,3140,"28,260",Credit Card,Hyderabad,Online,,,,,
2114,February-2024,20-02-2024,C852,Laptop,Electronics,"54,483",5,"2,72,415",0,0,"2,72,415",Credit Card,Kolkata,Offline,,,,,
2115,June-2024,22-06-2024,C961,Headphones,Electronics,"4,292",1,"4,292",0,0,"4,292",Debit Card,Ahmedabad,Online,,,,,
2116,January-2024,14-01-2024,C220,Desk Lamp,Furniture,"2,462",3,"7,386",15,1107.9,"6,278",Credit Card,Kolkata,Online,,,,,
2117,January-2024,09-01-2024,C221,Monitor,Electronics,"11,624",4,"46,496",10,4649.6,"41,846",Credit Card,Kolkata,Online,,,,,
2118,April-2024,28-04-2024,C985,Tablet,Electronics,"19,127",4,"76,508",10,7650.8,"68,857",UPI,Mumbai,Online,,,,,
2119,January-2024,22-01-2024,C224,Office Chair,Furniture,"7,627",5,"38,135",5,1906.75,"36,228",UPI,Ahmedabad,Offline,,,,,
2120,June-2024,26-06-2024,C863,Smartphone,Electronics,"31,253",5,"1,56,265",5,7813.25,"1,48,451",Cash,Ahmedabad,Offline,,,,,
2121,March-2024,17-03-2024,C685,Headphones,Electronics,907,3,"2,721",0,0,"2,721",Credit Card,Kolkata,Online,,,,,
2122,April-2024,10-04-2024,C669,Desk Lamp,Furniture,"3,009",5,"15,045",15,2256.75,"12,788",UPI,Mumbai,Online,,,,,
2123,June-2024,17-06-2024,C220,Headphones,Electronics,"4,030",5,"20,150",5,1007.5,"19,142",UPI,Ahmedabad,Offline,,,,,
2124,February-2024,01-02-2024,C140,Headphones,Electronics,"2,855",2,"5,710",5,285.5,"5,424",UPI,Chennai,Online,,,,,
2125,January-2024,22-01-2024,C227,Desk Lamp,Furniture,"1,022",3,"3,066",5,153.3,"2,912",Cash,Delhi,Online,,,,,
2126,March-2024,17-03-2024,C147,Desk Lamp,Furniture,"3,505",3,"10,515",15,1577.25,"8,937",Credit Card,Ahmedabad,Offline,,,,,
2127,May-2024,13-05-2024,C460,Notebook,Stationery,324,5,"1,620",5,81,"1,539",UPI,Delhi,Online,,,,,
2128,January-2024,10-01-2024,C292,Headphones,Electronics,"1,727",2,"3,454",5,172.7,"3,281",Credit Card,Pune,Offline,,,,,
2129,February-2024,02-02-2024,C846,Notebook,Stationery,-152,1,-152,10,-15.2,-136,Debit Card,Kolkata,Online,,,,,
2130,April-2024,12-04-2024,C567,Smartphone,Electronics,"31,869",3,"95,607",15,14341.05,"81,265",Credit Card,Hyderabad,Online,,,,,
2131,June-2024,10-06-2024,C850,Keyboard,Electronics,"2,093",2,"4,186",10,418.6,"3,767",Credit Card,Kolkata,Online,,,,,
2132,March-2024,21-03-2024,C906,Tablet,Electronics,"19,552",1,"19,552",5,977.6,"18,574",UPI,Chennai,Online,,,,,
2133,May-2024,16-05-2024,C212,Desk Lamp,Furniture,"1,466",1,"1,466",10,146.6,"1,319",UPI,Pune,Offline,,,,,
2134,March-2024,10-03-2024,C249,Monitor,Electronics,"11,120",1,"11,120",0,0,"11,120",Cash,Hyderabad,Offline,,,,,
2135,January-2024,27-01-2024,C901,Smartphone,Electronics,"28,719",5,"1,43,595",10,14359.5,"1,29,235",Cash,Mumbai,Offline,,,,,
2136,June-2024,28-06-2024,C685,Keyboard,Electronics,"1,759",3,"5,277",0,0,"5,277",UPI,Bangalore,Offline,,,,,
2137,April-2024,09-04-2024,C285,Printer,Electronics,"10,301",5,"51,505",15,7725.75,"43,779",Cash,Bangalore,Offline,,,,,
2138,January-2024,03-01-2024,C803,Desk Lamp,Furniture,"2,721",2,"5,442",5,272.1,"5,169",Credit Card,Kolkata,Offline,,,,,
2139,January-2024,14-01-2024,C842,Printer,Electronics,"9,897",2,"19,794",15,2969.1,"16,824",Cash,Bangalore,Offline,,,,,
2140,March-2024,31-03-2024,C917,Office Chair,Furniture,"7,057",3,"21,171",10,2117.1,"19,053",Cash,Hyderabad,Offline,,,,,
2141,June-2024,11-06-2024,C978,Smartphone,Electronics,"31,880",3,"95,640",15,14346,"81,294",Debit Card,Mumbai,Online,,,,,
2142,January-2024,20-01-2024,C847,Monitor,Electronics,"13,870",1,"13,870",5,693.5,"13,176",UPI,Mumbai,Offline,,,,,
2143,May-2024,21-05-2024,C604,Laptop,Electronics,"56,941",4,"2,27,764",5,11388.2,"2,16,375",Cash,Ahmedabad,Online,,,,,
2144,April-2024,13-04-2024,C114,Notebook,Stationery,"-1,102",1,"-1,102",15,-165.3,-936,Debit Card,Hyderabad,Online,,,,,
2145,June-2024,04-06-2024,C559,Headphones,Electronics,"3,262",5,"16,310",5,815.5,"15,494",Credit Card,Mumbai,Offline,,,,,
2146,February-2024,04-02-2024,C626,Printer,Electronics,"10,901",1,"10,901",15,1635.15,"9,265",Cash,Kolkata,Online,,,,,
2147,April-2024,05-04-2024,C215,Printer,Electronics,"10,743",2,"21,486",0,0,"21,486",Debit Card,Chennai,Offline,,,,,
2148,March-2024,16-03-2024,C371,Monitor,Electronics,"10,009",5,"50,045",15,7506.75,"42,538",Credit Card,Chennai,Online,,,,,
2149,April-2024,28-04-2024,C732,Office Chair,Furniture,"5,235",3,"15,705",0,0,"15,705",Cash,Pune,Offline,,,,,
2150,March-2024,31-03-2024,C209,Laptop,Electronics,"54,432",2,"1,08,864",15,16329.6,"92,534",Debit Card,Delhi,Online,,,,,
2151,April-2024,20-04-2024,C603,Monitor,Electronics,"10,347",5,"51,735",5,2586.75,"49,148",Cash,Mumbai,Offline,,,,,
2152,January-2024,02-01-2024,C259,Keyboard,Electronics,426,4,"1,704",15,255.6,"1,448",Debit Card,Chennai,Offline,,,,,
2153,April-2024,19-04-2024,C286,Desk Lamp,Furniture,"3,124",3,"9,372",0,0,"9,372",Cash,Ahmedabad,Online,,,,,
2154,February-2024,05-02-2024,C462,Tablet,Electronics,"18,023",3,"54,069",5,2703.45,"51,365",UPI,Hyderabad,Offline,,,,,
2155,January-2024,11-01-2024,C236,Tablet,Electronics,"19,724",3,"59,172",0,0,"59,172",Credit Card,Hyderabad,Offline,,,,,
2156,June-2024,19-06-2024,C372,Smartphone,Electronics,"29,724",4,"1,18,896",15,17834.4,"1,01,061",Credit Card,Pune,Offline,,,,,
2157,May-2024,08-05-2024,C843,Tablet,Electronics,"18,538",1,"18,538",0,0,"18,538",UPI,Bangalore,Online,,,,,
2158,March-2024,29-03-2024,C612,Laptop,Electronics,"56,143",2,"1,12,286",0,0,"1,12,286",Debit Card,Kolkata,Online,,,,,
2159,April-2024,21-04-2024,C591,Keyboard,Electronics,655,4,"2,620",0,0,"2,620",Cash,Hyderabad,Online,,,,,
2160,May-2024,10-05-2024,C291,Monitor,Electronics,"11,151",1,"11,151",10,1115.1,"10,035",Credit Card,Kolkata,Online,,,,,
2161,May-2024,01-05-2024,C823,Smartphone,Electronics,"30,871",5,"1,54,355",5,7717.75,"1,46,637",Credit Card,Bangalore,Online,,,,,
2162,January-2024,31-01-2024,C235,Tablet,Electronics,"18,157",3,"54,471",5,2723.55,"51,747",Credit Card,Kolkata,Online,,,,,
2163,June-2024,06-06-2024,C304,Smartphone,Electronics,"31,540",1,"31,540",15,4731,"26,809",Cash,Chennai,Online,,,,,
2164,February-2024,26-02-2024,C444,Tablet,Electronics,"19,962",1,"19,962",15,2994.3,"16,967",UPI,Chennai,Online,,,,,
2165,March-2024,09-03-2024,C472,Keyboard,Electronics,"3,362",3,"10,086",15,1512.9,"8,573",Credit Card,Pune,Online,,,,,
2166,February-2024,16-02-2024,C141,Laptop,Electronics,"53,213",3,"1,59,639",5,7981.95,"1,51,657",Debit Card,Ahmedabad,Offline,,,,,
2167,June-2024,04-06-2024,C203,Tablet,Electronics,"18,757",3,"56,271",15,8440.65,"47,830",Debit Card,Pune,Offline,,,,,
2168,January-2024,29-01-2024,C199,Laptop,Electronics,"55,797",5,"2,78,985",5,13949.25,"2,65,035",Debit Card,Pune,Offline,,,,,
2169,May-2024,30-05-2024,C641,Notebook,Stationery,-358,2,-716,10,-71.6,-644,Credit Card,Kolkata,Online,,,,,
2170,January-2024,28-01-2024,C233,Notebook,Stationery,"-1,388",1,"-1,388",5,-69.4,"-1,318",Credit Card,Ahmedabad,Online,,,,,
2171,January-2024,20-01-2024,C659,Notebook,Stationery,-476,3,"-1,428",15,-214.2,"-1,213",Credit Card,Bangalore,Online,,,,,
2172,February-2024,02-02-2024,C296,Tablet,Electronics,"20,254",3,"60,762",10,6076.2,"54,685",Debit Card,Ahmedabad,Online,,,,,
2173,April-2024,21-04-2024,C169,Office Chair,Furniture,"6,716",5,"33,580",0,0,"33,580",Credit Card,Chennai,Online,,,,,
2174,March-2024,15-03-2024,C146,Notebook,Stationery,"-1,631",2,"-3,262",15,-489.3,"-2,772",Cash,Mumbai,Online,,,,,
2175,April-2024,22-04-2024,C868,Desk Lamp,Furniture,"1,373",5,"6,865",15,1029.75,"5,835",Cash,Chennai,Online,,,,,
2176,February-2024,17-02-2024,C103,Headphones,Electronics,"2,842",2,"5,684",0,0,"5,684",Cash,Chennai,Offline,,,,,
2177,February-2024,26-02-2024,C403,Keyboard,Electronics,"1,761",1,"1,761",5,88.05,"1,672",Credit Card,Delhi,Online,,,,,
2178,March-2024,15-03-2024,C140,Headphones,Electronics,"4,358",3,"13,074",5,653.7,"12,420",Debit Card,Delhi,Online,,,,,
2179,February-2024,23-02-2024,C647,Smartphone,Electronics,"28,005",3,"84,015",10,8401.5,"75,613",Debit Card,Mumbai,Offline,,,,,
2180,February-2024,04-02-2024,C518,Notebook,Stationery,-673,3,"-2,019",0,0,"-2,019",UPI,Pune,Online,,,,,
2181,March-2024,12-03-2024,C280,Keyboard,Electronics,"3,479",1,"3,479",0,0,"3,479",Cash,Chennai,Online,,,,,
2182,April-2024,23-04-2024,C325,Printer,Electronics,"8,100",2,"16,200",15,2430,"13,770",Credit Card,Ahmedabad,Online,,,,,
2183,April-2024,21-04-2024,C477,Headphones,Electronics,"4,195",4,"16,780",0,0,"16,780",Cash,Bangalore,Offline,,,,,
2184,February-2024,17-02-2024,C935,Headphones,Electronics,"1,273",5,"6,365",15,954.75,"5,410",Credit Card,Chennai,Online,,,,,
2185,March-2024,20-03-2024,C266,Headphones,Electronics,"3,848",4,"15,392",5,769.6,"14,622",UPI,Bangalore,Online,,,,,
2186,April-2024,19-04-2024,C351,Office Chair,Furniture,"8,723",4,"34,892",0,0,"34,892",Credit Card,Delhi,Online,,,,,
2187,April-2024,06-04-2024,C493,Laptop,Electronics,"53,450",1,"53,450",0,0,"53,450",Credit Card,Hyderabad,Online,,,,,
2188,March-2024,09-03-2024,C246,Notebook,Stationery,"-1,825",1,"-1,825",0,0,"-1,825",Debit Card,Mumbai,Online,,,,,
2189,February-2024,05-02-2024,C591,Notebook,Stationery,"1,775",4,"7,100",5,355,"6,745",Debit Card,Pune,Offline,,,,,
2190,February-2024,09-02-2024,C349,Laptop,Electronics,"55,226",3,"1,65,678",0,0,"1,65,678",UPI,Delhi,Online,,,,,
2191,May-2024,19-05-2024,C403,Smartphone,Electronics,"30,095",4,"1,20,380",5,6019,"1,14,361",UPI,Hyderabad,Online,,,,,
2192,February-2024,28-02-2024,C537,Tablet,Electronics,"18,603",3,"55,809",10,5580.9,"50,228",Credit Card,Kolkata,Online,,,,,
2193,May-2024,05-05-2024,C273,Smartphone,Electronics,"28,919",1,"28,919",10,2891.9,"26,027",Debit Card,Mumbai,Offline,,,,,
2194,January-2024,31-01-2024,C469,Smartphone,Electronics,"31,668",1,"31,668",5,1583.4,"30,084",Credit Card,Kolkata,Offline,,,,,
2195,June-2024,02-06-2024,C285,Tablet,Electronics,"18,615",3,"55,845",10,5584.5,"50,260",Debit Card,Mumbai,Offline,,,,,
2196,May-2024,07-05-2024,C777,Printer,Electronics,"10,821",3,"32,463",0,0,"32,463",UPI,Bangalore,Online,,,,,
2197,March-2024,22-03-2024,C251,Tablet,Electronics,"19,829",4,"79,316",0,0,"79,316",UPI,Kolkata,Offline,,,,,
2198,February-2024,07-02-2024,C192,Printer,Electronics,"7,522",2,"15,044",15,2256.6,"12,787",Debit Card,Pune,Offline,,,,,
2199,April-2024,18-04-2024,C592,Tablet,Electronics,"20,464",3,"61,392",5,3069.6,"58,322",Credit Card,Kolkata,Offline,,,,,
2200,May-2024,20-05-2024,C609,Desk Lamp,Furniture,"1,986",4,"7,944",5,397.2,"7,546",Cash,Mumbai,Offline,,,,,
2201,May-2024,14-05-2024,C691,Monitor,Electronics,"12,879",1,"12,879",5,643.95,"12,235",Debit Card,Delhi,Online,,,,,
2202,January-2024,05-01-2024,C471,Desk Lamp,Furniture,"1,741",2,"3,482",0,0,"3,482",UPI,Pune,Offline,,,,,
2203,February-2024,05-02-2024,C401,Office Chair,Furniture,"5,590",5,"27,950",15,4192.5,"23,757",Credit Card,Hyderabad,Online,,,,,
2204,January-2024,15-01-2024,C864,Headphones,Electronics,980,2,"1,960",15,294,"1,666",UPI,Kolkata,Offline,,,,,
2205,January-2024,14-01-2024,C818,Smartphone,Electronics,"30,714",5,"1,53,570",0,0,"1,53,570",Cash,Bangalore,Online,,,,,
2206,February-2024,07-02-2024,C474,Headphones,Electronics,823,2,"1,646",0,0,"1,646",UPI,Kolkata,Online,,,,,
2207,February-2024,16-02-2024,C581,Headphones,Electronics,"3,564",5,"17,820",10,1782,"16,038",Cash,Kolkata,Offline,,,,,
2208,April-2024,23-04-2024,C900,Laptop,Electronics,"54,174",1,"54,174",5,2708.7,"51,465",UPI,Delhi,Online,,,,,
2209,May-2024,08-05-2024,C264,Laptop,Electronics,"54,623",4,"2,18,492",15,32773.8,"1,85,718",Debit Card,Chennai,Online,,,,,
2210,April-2024,18-04-2024,C260,Keyboard,Electronics,"3,485",1,"3,485",15,522.75,"2,962",Credit Card,Hyderabad,Offline,,,,,
2211,June-2024,07-06-2024,C157,Monitor,Electronics,"11,606",2,"23,212",0,0,"23,212",Cash,Ahmedabad,Offline,,,,,
2212,June-2024,16-06-2024,C757,Tablet,Electronics,"21,388",4,"85,552",5,4277.6,"81,274",UPI,Pune,Offline,,,,,
2213,February-2024,19-02-2024,C376,Smartphone,Electronics,"28,427",1,"28,427",10,2842.7,"25,584",Debit Card,Delhi,Online,,,,,
2214,March-2024,13-03-2024,C266,Desk Lamp,Furniture,236,1,236,5,11.8,224,UPI,Chennai,Online,,,,,
2215,May-2024,21-05-2024,C306,Laptop,Electronics,"53,984",3,"1,61,952",0,0,"1,61,952",UPI,Ahmedabad,Online,,,,,
2216,January-2024,13-01-2024,C422,Smartphone,Electronics,"31,864",3,"95,592",0,0,"95,592",Debit Card,Chennai,Offline,,,,,
2217,May-2024,08-05-2024,C299,Printer,Electronics,"10,079",4,"40,316",10,4031.6,"36,284",Credit Card,Mumbai,Offline,,,,,
2218,April-2024,14-04-2024,C859,Desk Lamp,Furniture,213,5,"1,065",5,53.25,"1,011",UPI,Kolkata,Offline,,,,,
2219,May-2024,30-05-2024,C989,Laptop,Electronics,"54,188",2,"1,08,376",5,5418.8,"1,02,957",Cash,Mumbai,Online,,,,,
2220,February-2024,29-02-2024,C320,Headphones,Electronics,"3,649",2,"7,298",10,729.8,"6,568",Cash,Bangalore,Offline,,,,,
2221,March-2024,15-03-2024,C468,Notebook,Stationery,"1,625",4,"6,500",0,0,"6,500",Cash,Hyderabad,Online,,,,,
2222,June-2024,05-06-2024,C721,Smartphone,Electronics,"31,924",2,"63,848",15,9577.2,"54,270",UPI,Delhi,Online,,,,,
2223,March-2024,20-03-2024,C660,Smartphone,Electronics,"30,043",1,"30,043",15,4506.45,"25,536",Debit Card,Bangalore,Offline,,,,,
2224,February-2024,11-02-2024,C169,Keyboard,Electronics,"1,861",3,"5,583",10,558.3,"5,024",UPI,Mumbai,Online,,,,,
2225,April-2024,27-04-2024,C364,Office Chair,Furniture,"6,048",4,"24,192",5,1209.6,"22,982",UPI,Ahmedabad,Online,,,,,
2226,April-2024,03-04-2024,C979,Keyboard,Electronics,"1,142",4,"4,568",5,228.4,"4,339",Cash,Pune,Offline,,,,,
2227,April-2024,05-04-2024,C185,Tablet,Electronics,"20,072",4,"80,288",10,8028.8,"72,259",UPI,Delhi,Online,,,,,
2228,June-2024,28-06-2024,C940,Desk Lamp,Furniture,-168,2,-336,0,0,-336,Debit Card,Kolkata,Online,,,,,
2229,May-2024,25-05-2024,C508,Smartphone,Electronics,"28,913",4,"1,15,652",15,17347.8,"98,304",UPI,Pune,Offline,,,,,
2230,April-2024,29-04-2024,C757,Desk Lamp,Furniture,"3,486",4,"13,944",0,0,"13,944",UPI,Bangalore,Online,,,,,
2231,April-2024,11-04-2024,C886,Tablet,Electronics,"18,817",4,"75,268",10,7526.8,"67,741",UPI,Pune,Offline,,,,,
2232,June-2024,03-06-2024,C597,Monitor,Electronics,"12,876",4,"51,504",0,0,"51,504",Debit Card,Ahmedabad,Online,,,,,
2233,May-2024,19-05-2024,C259,Office Chair,Furniture,"5,596",2,"11,192",10,1119.2,"10,072",UPI,Kolkata,Online,,,,,
